cyclone,label_timestamp,insat_timestamp,time_diff_hours,latitude,longitude,wind_kt,pressure_hpa,category,pixel_row,pixel_col,file
FANI,2019-04-29T12:00:00+00:00,2019-04-29T12:00:00+00:00,0.0,10.1,86.7,55.0,986.0,SCS,1083,1119,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\29APR\3DIMG_29APR2019_1200_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-29T15:00:00+00:00,2019-04-29T15:00:00+00:00,0.0,10.4,86.7,55.0,986.0,SCS,1075,1119,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\29APR\3DIMG_29APR2019_1500_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-29T18:00:00+00:00,2019-04-29T17:00:00+00:00,1.0,10.8,86.6,55.0,986.0,SCS,1064,1116,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\29APR\3DIMG_29APR2019_1700_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-29T21:00:00+00:00,2019-04-29T21:30:00+00:00,0.5,11.1,86.5,65.0,982.0,VSCS,1056,1113,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\29APR\3DIMG_29APR2019_2130_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-30T00:00:00+00:00,2019-04-30T00:00:00+00:00,0.0,11.7,86.5,70.0,980.0,VSCS,1040,1113,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\30APR\3DIMG_30APR2019_0000_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-30T03:00:00+00:00,2019-04-30T03:00:00+00:00,0.0,12.3,86.2,75.0,974.0,VSCS,1024,1105,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\30APR\3DIMG_30APR2019_0300_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-30T06:00:00+00:00,2019-04-30T06:00:00+00:00,0.0,12.6,85.7,80.0,970.0,VSCS,1016,1092,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\30APR\3DIMG_30APR2019_0600_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-30T09:00:00+00:00,2019-04-30T09:00:00+00:00,0.0,13.0,85.3,85.0,966.0,VSCS,1005,1082,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\30APR\3DIMG_30APR2019_0900_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-30T12:00:00+00:00,2019-04-30T12:00:00+00:00,0.0,13.3,84.7,90.0,962.0,ESCS,997,1066,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\30APR\3DIMG_30APR2019_1200_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-30T15:00:00+00:00,2019-04-30T15:00:00+00:00,0.0,13.4,84.5,95.0,957.0,ESCS,994,1060,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\30APR\3DIMG_30APR2019_1500_L1C_ASIA_MER_V01R00.h5
FANI,2019-04-30T18:00:00+00:00,2019-04-30T17:00:00+00:00,1.0,13.5,84.4,95.0,957.0,ESCS,991,1058,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\30APR\3DIMG_30APR2019_1700_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-01T00:00:00+00:00,2019-05-01T00:00:00+00:00,0.0,13.9,84.0,95.0,957.0,ESCS,981,1047,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\01MAY\3DIMG_01MAY2019_0000_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-01T03:00:00+00:00,2019-05-01T03:00:00+00:00,0.0,14.1,83.9,95.0,957.0,ESCS,975,1044,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\01MAY\3DIMG_01MAY2019_0300_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-01T06:00:00+00:00,2019-05-01T06:00:00+00:00,0.0,14.2,83.9,95.0,957.0,ESCS,972,1044,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\01MAY\3DIMG_01MAY2019_0600_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-01T09:00:00+00:00,2019-05-01T08:59:00+00:00,0.016666666666666666,14.5,84.1,95.0,955.0,ESCS,964,1050,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\01MAY\3DIMG_01MAY2019_0859_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-01T12:00:00+00:00,2019-05-01T12:29:00+00:00,0.48333333333333334,14.9,84.1,100.0,950.0,ESCS,953,1050,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\01MAY\3DIMG_01MAY2019_1229_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-01T15:00:00+00:00,2019-05-01T15:00:00+00:00,0.0,15.1,84.1,100.0,950.0,ESCS,948,1050,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\01MAY\3DIMG_01MAY2019_1500_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-01T18:00:00+00:00,2019-05-01T17:00:00+00:00,1.0,15.2,84.1,100.0,950.0,ESCS,945,1050,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\01MAY\3DIMG_01MAY2019_1700_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-01T21:00:00+00:00,2019-05-01T21:30:00+00:00,0.5,15.5,84.2,100.0,950.0,ESCS,937,1052,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\01MAY\3DIMG_01MAY2019_2130_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-02T00:00:00+00:00,2019-05-01T23:59:00+00:00,0.016666666666666666,15.9,84.5,105.0,945.0,ESCS,926,1060,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\01MAY\3DIMG_01MAY2019_2359_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-02T03:00:00+00:00,2019-05-02T03:00:00+00:00,0.0,16.2,84.6,105.0,945.0,ESCS,918,1063,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\02MAY\3DIMG_02MAY2019_0300_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-02T06:00:00+00:00,2019-05-02T06:00:00+00:00,0.0,16.7,84.8,110.0,940.0,ESCS,904,1068,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\02MAY\3DIMG_02MAY2019_0600_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-02T09:00:00+00:00,2019-05-02T09:00:00+00:00,0.0,17.1,84.8,115.0,932.0,ESCS,893,1068,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\02MAY\3DIMG_02MAY2019_0900_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-02T12:00:00+00:00,2019-05-02T12:00:00+00:00,0.0,17.5,84.8,115.0,932.0,ESCS,882,1068,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\02MAY\3DIMG_02MAY2019_1200_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-02T15:00:00+00:00,2019-05-02T15:00:00+00:00,0.0,17.8,84.9,115.0,934.0,ESCS,874,1071,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\02MAY\3DIMG_02MAY2019_1500_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-02T18:00:00+00:00,2019-05-02T17:00:00+00:00,1.0,18.2,85.0,115.0,934.0,ESCS,863,1074,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\02MAY\3DIMG_02MAY2019_1700_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-02T21:00:00+00:00,2019-05-02T21:30:00+00:00,0.5,18.6,85.2,115.0,934.0,ESCS,852,1079,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\02MAY\3DIMG_02MAY2019_2130_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-03T00:00:00+00:00,2019-05-02T23:30:00+00:00,0.5,19.1,85.5,105.0,945.0,ESCS,838,1087,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\02MAY\3DIMG_02MAY2019_2330_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-03T09:00:00+00:00,2019-05-03T09:30:00+00:00,0.5,20.6,86.0,75.0,970.0,VSCS,796,1100,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\03MAY\3DIMG_03MAY2019_0930_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-03T12:00:00+00:00,2019-05-03T12:00:00+00:00,0.0,21.1,86.5,70.0,976.0,VSCS,782,1113,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\03MAY\3DIMG_03MAY2019_1200_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-03T15:00:00+00:00,2019-05-03T15:00:00+00:00,0.0,21.5,86.7,60.0,980.0,SCS,770,1119,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\03MAY\3DIMG_03MAY2019_1500_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-03T18:00:00+00:00,2019-05-03T17:00:00+00:00,1.0,21.9,87.1,55.0,984.0,SCS,759,1129,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\03MAY\3DIMG_03MAY2019_1700_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-03T21:00:00+00:00,2019-05-03T21:30:00+00:00,0.5,22.5,87.9,50.0,986.0,SCS,742,1150,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\03MAY\3DIMG_03MAY2019_2130_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-04T00:00:00+00:00,2019-05-04T00:00:00+00:00,0.0,23.1,88.2,40.0,994.0,CS,725,1158,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\04MAY\3DIMG_04MAY2019_0000_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-04T03:00:00+00:00,2019-05-04T03:00:00+00:00,0.0,23.6,88.8,30.0,996.0,DD,710,1174,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\04MAY\3DIMG_04MAY2019_0300_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-04T06:00:00+00:00,2019-05-04T06:00:00+00:00,0.0,24.3,89.3,25.0,998.0,D,690,1188,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\04MAY\3DIMG_04MAY2019_0600_L1C_ASIA_MER_V01R00.h5
FANI,2019-05-04T12:00:00+00:00,2019-05-04T12:00:00+00:00,0.0,25.2,90.7,20.0,1000.0,D,664,1225,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\mosdac\fani\3DIMG_L1C_ASIA_MER\2019\04MAY\3DIMG_04MAY2019_1200_L1C_ASIA_MER_V01R00.h5
