cyclone,label_timestamp,insat_timestamp,time_diff_hours,latitude,longitude,wind_kt,pressure_hpa,category,pixel_row,pixel_col,file
BIPARJOY,2023-06-11T15:00:00+00:00,2023-06-11T15:00:00+00:00,0.0,18.7,67.7,90.0,958.0,Extremely Severe Cyclonic Storm,849,615,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\11JUN\3DIMG_11JUN2023_1500_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-11T18:00:00+00:00,2023-06-11T18:00:00+00:00,0.0,18.9,67.7,90.0,958.0,Extremely Severe Cyclonic Storm,843,615,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\11JUN\3DIMG_11JUN2023_1800_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-11T21:00:00+00:00,2023-06-11T21:00:00+00:00,0.0,19.0,67.7,90.0,958.0,Extremely Severe Cyclonic Storm,840,615,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\11JUN\3DIMG_11JUN2023_2100_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-12T00:00:00+00:00,2023-06-11T23:30:00+00:00,0.5,19.2,67.7,90.0,958.0,Extremely Severe Cyclonic Storm,835,615,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\11JUN\3DIMG_11JUN2023_2330_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-12T15:00:00+00:00,2023-06-12T15:00:00+00:00,0.0,20.0,67.2,90.0,960.0,Extremely Severe Cyclonic Storm,812,602,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\12JUN\3DIMG_12JUN2023_1500_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-12T18:00:00+00:00,2023-06-12T18:00:00+00:00,0.0,20.1,67.2,85.0,962.0,Very Severe Cyclonic Storm,810,602,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\12JUN\3DIMG_12JUN2023_1800_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-12T21:00:00+00:00,2023-06-12T21:00:00+00:00,0.0,20.3,67.2,85.0,962.0,Very Severe Cyclonic Storm,804,602,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\12JUN\3DIMG_12JUN2023_2100_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-13T00:00:00+00:00,2023-06-12T23:30:00+00:00,0.5,20.6,67.0,85.0,962.0,Very Severe Cyclonic Storm,796,596,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\12JUN\3DIMG_12JUN2023_2330_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-13T15:00:00+00:00,2023-06-13T15:00:00+00:00,0.0,21.4,66.4,85.0,962.0,Very Severe Cyclonic Storm,773,581,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\13JUN\3DIMG_13JUN2023_1500_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-13T18:00:00+00:00,2023-06-13T18:00:00+00:00,0.0,21.7,66.3,85.0,962.0,Very Severe Cyclonic Storm,765,578,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\13JUN\3DIMG_13JUN2023_1800_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-13T21:00:00+00:00,2023-06-13T21:00:00+00:00,0.0,21.7,66.3,85.0,964.0,Very Severe Cyclonic Storm,765,578,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\13JUN\3DIMG_13JUN2023_2100_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-14T00:00:00+00:00,2023-06-13T23:30:00+00:00,0.5,21.8,66.3,80.0,966.0,Very Severe Cyclonic Storm,762,578,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\13JUN\3DIMG_13JUN2023_2330_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-14T15:00:00+00:00,2023-06-14T15:00:00+00:00,0.0,22.1,66.8,70.0,974.0,Very Severe Cyclonic Storm,753,591,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\14JUN\3DIMG_14JUN2023_1500_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-14T18:00:00+00:00,2023-06-14T18:00:00+00:00,0.0,22.2,66.9,70.0,974.0,Very Severe Cyclonic Storm,750,594,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\14JUN\3DIMG_14JUN2023_1800_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-14T21:00:00+00:00,2023-06-14T21:00:00+00:00,0.0,22.3,66.9,70.0,974.0,Very Severe Cyclonic Storm,747,594,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\14JUN\3DIMG_14JUN2023_2100_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-15T00:00:00+00:00,2023-06-14T23:30:00+00:00,0.5,22.4,67.0,70.0,974.0,Very Severe Cyclonic Storm,745,596,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\14JUN\3DIMG_14JUN2023_2330_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-15T15:00:00+00:00,2023-06-15T15:00:00+00:00,0.0,23.1,68.3,65.0,976.0,Very Severe Cyclonic Storm,725,631,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\15JUN\3DIMG_15JUN2023_1500_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-15T18:00:00+00:00,2023-06-15T18:00:00+00:00,0.0,23.3,68.6,60.0,980.0,Severe Cyclonic Storm,719,639,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\15JUN\3DIMG_15JUN2023_1800_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-15T21:00:00+00:00,2023-06-15T20:30:00+00:00,0.5,23.4,68.9,50.0,982.0,Severe Cyclonic Storm,716,647,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\15JUN\3DIMG_15JUN2023_2030_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-16T00:00:00+00:00,2023-06-15T23:30:00+00:00,0.5,23.4,69.2,50.0,978.0,Severe Cyclonic Storm,716,655,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\15JUN\3DIMG_15JUN2023_2330_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-16T12:00:00+00:00,2023-06-16T13:00:00+00:00,1.0,24.2,70.3,35.0,986.0,Cyclonic Storm,693,684,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\16JUN\3DIMG_16JUN2023_1300_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-16T15:00:00+00:00,2023-06-16T15:00:00+00:00,0.0,24.5,70.7,35.0,987.0,Cyclonic Storm,684,695,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\16JUN\3DIMG_16JUN2023_1500_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-16T18:00:00+00:00,2023-06-16T18:00:00+00:00,0.0,24.6,70.9,30.0,988.0,Deep Depression,681,700,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\16JUN\3DIMG_16JUN2023_1800_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-17T00:00:00+00:00,2023-06-16T23:30:00+00:00,0.5,24.7,71.2,30.0,988.0,Deep Depression,678,708,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\16JUN\3DIMG_16JUN2023_2330_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-17T12:00:00+00:00,2023-06-17T13:00:00+00:00,1.0,25.6,72.5,25.0,990.0,Depression,652,742,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\17JUN\3DIMG_17JUN2023_1300_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-17T18:00:00+00:00,2023-06-17T18:00:00+00:00,0.0,25.8,72.8,25.0,991.0,Depression,646,750,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\17JUN\3DIMG_17JUN2023_1800_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-18T00:00:00+00:00,2023-06-17T23:30:00+00:00,0.5,26.0,73.3,25.0,991.0,Depression,641,763,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\17JUN\3DIMG_17JUN2023_2330_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-18T18:00:00+00:00,2023-06-18T18:00:00+00:00,0.0,26.3,75.2,20.0,995.0,Depression,632,814,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\18JUN\3DIMG_18JUN2023_1800_L1C_ASIA_MER_V01R00.h5
BIPARJOY,2023-06-19T00:00:00+00:00,2023-06-18T23:30:00+00:00,0.5,26.3,76.0,20.0,995.0,Depression,632,835,C:\Users\techa\Documents\Tech4Aditya\SIH\cyclone-sih\backend\data\raw\insat\3DIMG_L1C_ASIA_MER\2023\18JUN\3DIMG_18JUN2023_2330_L1C_ASIA_MER_V01R00.h5
