storm_id,storm_name,season,track_timestamp,satellite_timestamp,lat,lon,wind_kt,pressure_hpa,category,presence,dataset_id
2020136N10088,AMPHAN,2020,2020-05-18T18:00:00+00:00,2020-05-18T18:00:00+00:00,14.9,86.6,130.0,920.0,Super Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-18T21:00:00+00:00,2020-05-18T21:00:00+00:00,15.2,86.7,130.0,920.0,Super Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-19T00:00:00+00:00,2020-05-19T00:00:00+00:00,15.6,86.8,125.0,926.0,Super Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-19T03:00:00+00:00,2020-05-19T03:00:00+00:00,16.0,86.9,120.0,930.0,Super Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-19T06:00:00+00:00,2020-05-19T06:00:00+00:00,16.5,87.0,115.0,936.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-19T09:00:00+00:00,2020-05-19T09:00:00+00:00,16.9,87.0,110.0,942.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-19T12:00:00+00:00,2020-05-19T12:00:00+00:00,17.3,87.1,105.0,946.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-19T15:00:00+00:00,2020-05-19T15:00:00+00:00,17.9,87.1,100.0,948.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-19T18:00:00+00:00,2020-05-19T18:00:00+00:00,18.3,87.2,100.0,948.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-19T21:00:00+00:00,2020-05-19T21:00:00+00:00,18.7,87.3,100.0,948.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-20T00:00:00+00:00,2020-05-20T00:00:00+00:00,19.2,87.5,95.0,952.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-20T03:00:00+00:00,2020-05-20T03:00:00+00:00,19.8,87.7,95.0,954.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-20T06:00:00+00:00,2020-05-20T06:00:00+00:00,20.6,88.0,90.0,956.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-20T09:00:00+00:00,2020-05-20T09:00:00+00:00,21.4,88.1,90.0,960.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-20T12:00:00+00:00,2020-05-20T12:00:00+00:00,22.1,88.4,85.0,957.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-20T15:00:00+00:00,2020-05-20T15:00:00+00:00,22.8,88.6,65.0,968.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-20T18:00:00+00:00,2020-05-20T18:00:00+00:00,23.5,89.1,50.0,978.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-20T21:00:00+00:00,2020-05-20T21:00:00+00:00,24.3,89.3,45.0,986.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-21T00:00:00+00:00,2020-05-21T00:00:00+00:00,24.6,89.6,40.0,988.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-21T03:00:00+00:00,2020-05-21T03:00:00+00:00,25.1,89.9,35.0,990.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-21T06:00:00+00:00,2020-05-21T06:00:00+00:00,25.4,90.1,30.0,992.0,Deep Depression,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-21T09:00:00+00:00,2020-05-21T09:00:00+00:00,25.2,89.6,,,Unknown,1,3DIMG_L1C_SGP
2020136N10088,AMPHAN,2020,2020-05-21T12:00:00+00:00,2020-05-21T12:00:00+00:00,25.4,89.6,20.0,995.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-05T00:00:00+00:00,2023-06-05T00:00:00+00:00,10.3,66.7,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-05T03:00:00+00:00,2023-06-05T03:00:00+00:00,10.5,66.6,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-05T06:00:00+00:00,2023-06-05T06:00:00+00:00,10.7,66.5,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-05T09:00:00+00:00,2023-06-05T09:00:00+00:00,10.8,66.4,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-05T12:00:00+00:00,2023-06-05T12:00:00+00:00,11.0,66.3,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-05T15:00:00+00:00,2023-06-05T15:00:00+00:00,11.2,66.2,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-05T18:00:00+00:00,2023-06-05T18:00:00+00:00,11.4,66.1,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-05T21:00:00+00:00,2023-06-05T21:00:00+00:00,11.5,66.0,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-06T00:00:00+00:00,2023-06-06T00:00:00+00:00,11.5,66.0,25.0,1000.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-06T03:00:00+00:00,2023-06-06T03:00:00+00:00,11.7,66.0,25.0,1000.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-06T06:00:00+00:00,2023-06-06T06:00:00+00:00,11.9,65.9,30.0,999.0,Deep Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-06T09:00:00+00:00,2023-06-06T09:00:00+00:00,12.0,66.0,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-06T12:00:00+00:00,2023-06-06T12:00:00+00:00,12.2,66.0,35.0,998.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-06T15:00:00+00:00,2023-06-06T15:00:00+00:00,12.3,66.0,35.0,998.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-06T18:00:00+00:00,2023-06-06T18:00:00+00:00,12.5,66.1,40.0,996.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-06T21:00:00+00:00,2023-06-06T21:00:00+00:00,12.5,66.2,45.0,996.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-07T00:00:00+00:00,2023-06-07T00:00:00+00:00,12.6,66.3,55.0,990.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-07T03:00:00+00:00,2023-06-07T03:00:00+00:00,12.8,66.3,60.0,988.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-07T06:00:00+00:00,2023-06-07T06:00:00+00:00,13.0,66.4,65.0,983.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-07T09:00:00+00:00,2023-06-07T09:00:00+00:00,13.2,66.3,65.0,983.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-07T12:00:00+00:00,2023-06-07T12:00:00+00:00,13.3,66.2,65.0,983.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-07T15:00:00+00:00,2023-06-07T15:00:00+00:00,13.4,66.2,65.0,983.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-07T18:00:00+00:00,2023-06-07T18:00:00+00:00,13.6,66.1,70.0,980.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-07T21:00:00+00:00,2023-06-07T21:00:00+00:00,13.6,66.0,70.0,980.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-08T00:00:00+00:00,2023-06-08T00:00:00+00:00,13.8,66.1,75.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-08T03:00:00+00:00,2023-06-08T03:00:00+00:00,13.9,66.0,75.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-08T06:00:00+00:00,2023-06-08T06:00:00+00:00,14.0,66.0,75.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-08T09:00:00+00:00,2023-06-08T09:00:00+00:00,14.2,66.0,75.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-08T12:00:00+00:00,2023-06-08T12:00:00+00:00,14.3,66.0,75.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-08T15:00:00+00:00,2023-06-08T15:00:00+00:00,14.4,66.0,75.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-08T18:00:00+00:00,2023-06-08T18:00:00+00:00,14.6,66.1,75.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-08T21:00:00+00:00,2023-06-08T21:00:00+00:00,14.6,66.1,75.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-09T00:00:00+00:00,2023-06-09T00:00:00+00:00,14.8,66.3,75.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-09T03:00:00+00:00,2023-06-09T03:00:00+00:00,14.8,66.5,70.0,980.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-09T06:00:00+00:00,2023-06-09T06:00:00+00:00,15.0,66.8,70.0,980.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-09T09:00:00+00:00,2023-06-09T09:00:00+00:00,15.3,67.0,70.0,980.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-09T12:00:00+00:00,2023-06-09T12:00:00+00:00,15.6,67.2,65.0,982.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-09T15:00:00+00:00,2023-06-09T15:00:00+00:00,15.9,67.3,65.0,982.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-09T18:00:00+00:00,2023-06-09T18:00:00+00:00,16.2,67.4,70.0,978.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-09T21:00:00+00:00,2023-06-09T21:00:00+00:00,16.3,67.4,70.0,976.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-10T00:00:00+00:00,2023-06-10T00:00:00+00:00,16.5,67.4,75.0,974.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-10T03:00:00+00:00,2023-06-10T03:00:00+00:00,16.6,67.3,75.0,972.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-10T06:00:00+00:00,2023-06-10T06:00:00+00:00,16.7,67.3,75.0,970.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-10T09:00:00+00:00,2023-06-10T09:00:00+00:00,16.9,67.4,80.0,966.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-10T12:00:00+00:00,2023-06-10T12:00:00+00:00,17.2,67.3,80.0,964.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-10T15:00:00+00:00,2023-06-10T15:00:00+00:00,17.4,67.3,80.0,964.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-10T18:00:00+00:00,2023-06-10T18:00:00+00:00,17.5,67.4,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-10T21:00:00+00:00,2023-06-10T21:00:00+00:00,17.6,67.4,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-11T00:00:00+00:00,2023-06-11T00:00:00+00:00,17.8,67.6,90.0,960.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-11T03:00:00+00:00,2023-06-11T03:00:00+00:00,18.0,67.7,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-11T06:00:00+00:00,2023-06-11T06:00:00+00:00,18.3,67.8,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-11T09:00:00+00:00,2023-06-11T09:00:00+00:00,18.5,67.8,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-11T12:00:00+00:00,2023-06-11T12:00:00+00:00,18.7,67.8,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-11T15:00:00+00:00,2023-06-11T15:00:00+00:00,18.8,67.8,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-11T18:00:00+00:00,2023-06-11T18:00:00+00:00,18.9,67.8,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-11T21:00:00+00:00,2023-06-11T21:00:00+00:00,19.0,67.7,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-12T00:00:00+00:00,2023-06-12T00:00:00+00:00,19.2,67.7,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-12T03:00:00+00:00,2023-06-12T03:00:00+00:00,19.4,67.6,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-12T06:00:00+00:00,2023-06-12T06:00:00+00:00,19.7,67.5,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-12T09:00:00+00:00,2023-06-12T09:00:00+00:00,19.8,67.4,90.0,958.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-12T12:00:00+00:00,2023-06-12T12:00:00+00:00,19.9,67.3,90.0,960.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-12T15:00:00+00:00,2023-06-12T15:00:00+00:00,20.0,67.2,90.0,960.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-12T18:00:00+00:00,2023-06-12T18:00:00+00:00,20.2,67.2,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-12T21:00:00+00:00,2023-06-12T21:00:00+00:00,20.4,67.2,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-13T00:00:00+00:00,2023-06-13T00:00:00+00:00,20.7,67.0,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-13T03:00:00+00:00,2023-06-13T03:00:00+00:00,20.9,66.9,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-13T06:00:00+00:00,2023-06-13T06:00:00+00:00,21.0,66.8,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-13T09:00:00+00:00,2023-06-13T09:00:00+00:00,21.1,66.5,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-13T12:00:00+00:00,2023-06-13T12:00:00+00:00,21.2,66.5,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-13T15:00:00+00:00,2023-06-13T15:00:00+00:00,21.3,66.4,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-13T18:00:00+00:00,2023-06-13T18:00:00+00:00,21.5,66.4,85.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-13T21:00:00+00:00,2023-06-13T21:00:00+00:00,21.5,66.3,85.0,964.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-14T00:00:00+00:00,2023-06-14T00:00:00+00:00,21.6,66.3,80.0,966.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-14T03:00:00+00:00,2023-06-14T03:00:00+00:00,21.6,66.3,80.0,966.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-14T06:00:00+00:00,2023-06-14T06:00:00+00:00,21.6,66.4,80.0,966.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-14T09:00:00+00:00,2023-06-14T09:00:00+00:00,21.7,66.6,80.0,966.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-14T12:00:00+00:00,2023-06-14T12:00:00+00:00,21.9,66.7,75.0,970.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-14T15:00:00+00:00,2023-06-14T15:00:00+00:00,22.1,66.8,70.0,974.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-14T18:00:00+00:00,2023-06-14T18:00:00+00:00,22.2,66.8,70.0,974.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-14T21:00:00+00:00,2023-06-14T21:00:00+00:00,22.3,66.8,70.0,974.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-15T00:00:00+00:00,2023-06-15T00:00:00+00:00,22.3,67.0,70.0,974.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-15T03:00:00+00:00,2023-06-15T03:00:00+00:00,22.5,67.1,70.0,974.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-15T06:00:00+00:00,2023-06-15T06:00:00+00:00,22.6,67.3,65.0,976.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-15T09:00:00+00:00,2023-06-15T09:00:00+00:00,22.7,67.7,65.0,976.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-15T12:00:00+00:00,2023-06-15T12:00:00+00:00,22.8,68.1,65.0,976.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-15T15:00:00+00:00,2023-06-15T15:00:00+00:00,23.1,68.4,65.0,976.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-15T18:00:00+00:00,2023-06-15T18:00:00+00:00,23.3,68.6,60.0,980.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-15T21:00:00+00:00,2023-06-15T21:00:00+00:00,23.4,68.8,50.0,982.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-16T00:00:00+00:00,2023-06-16T00:00:00+00:00,23.5,69.1,50.0,978.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-16T03:00:00+00:00,2023-06-16T03:00:00+00:00,23.5,69.4,45.0,978.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-16T06:00:00+00:00,2023-06-16T06:00:00+00:00,23.7,69.7,40.0,980.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-16T09:00:00+00:00,2023-06-16T09:00:00+00:00,23.9,70.0,40.0,984.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-16T12:00:00+00:00,2023-06-16T12:00:00+00:00,24.2,70.4,35.0,986.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-16T15:00:00+00:00,2023-06-16T15:00:00+00:00,24.5,70.7,35.0,987.0,Cyclonic Storm,1,3DIMG_L1C_SGP
